346859,обл,Ростовская,р-н,Неклиновский,с,Синявское,ул,Первомайская
361221,Респ,Кабардино-Балкарская,р-н,Терский,с,Дейское,ул,Школьная
346481,обл,Ростовская,р-н,Октябрьский,рп,Каменоломни,пер,Кривой
165785,обл,Архангельская,р-н,Ленский,д,Бор,пер,Малый
632233,обл,Новосибирская,р-н,Чановский,д,Черниговка,ул,Безымянная
309172,обл,Белгородская,р-н,Губкинский,с,Сапрыкино,ул,Лесная
601216,обл,Владимирская,р-н,Собинский,п,Асерхово,ул,Школьная
601351,обл,Владимирская,р-н,Судогодский,г,Судогда,проезд,Стекольщиков
692544,край,Приморский,р-н,Уссурийский,с,Улитовка,ул,Новая
347664,обл,Ростовская,р-н,Егорлыкский,ст-ца,Егорлыкская,ул,Напорная
601386,обл,Владимирская,р-н,Судогодский,п,Красный Куст,ул,Зеленая
393737,обл,Тамбовская,р-н,Мичуринский,с,Кочетовка,ул,Куйбышева
186137,Респ,Карелия,р-н,Пряжинский,с,Эссойла,ул,Лесная
346596,обл,Ростовская,р-н,Родионово-Несветайский,сл,Алексеево-Тузловка,ул,Маяковского
347892,обл,Ростовская,г,Гуково,мкр,Алмазный,ул,Победы
692548,край,Приморский,р-н,Уссурийский,с,Заречное,ул,Родниковая
302525,обл,Орловская,р-н,Орловский,с,Платоново,ул,Калиновская
628145,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Березовский,с,Ломбовож,ул,Полевая
162250,обл,Вологодская,р-н,Харовский,с,Погост Никольский,ул,Сосновая
302528,обл,Орловская,р-н,Орловский,п,Зареченский,ул,Царев Брод
186931,Респ,Карелия,г,Костомукша,п,Заречный,ул,Заречная
162512,обл,Вологодская,р-н,Кадуйский,пгт,Кадуй,ул,Комсомола
393747,обл,Тамбовская,р-н,Мичуринский,д,Казинские Выселки,ул,Зеленая
429530,Респ,Чувашская - Чувашия,р-н,Моргаушский,д,Семенькасы,ул,Купир
309532,обл,Белгородская,р-н,Старооскольский,с,Прокудино,ул,Южная
385445,Респ,Адыгея,р-н,Шовгеновский,п,Зарево,ул,Молодежная
303273,обл,Орловская,р-н,Шаблыкинский,с,Юшково,проезд,Садовый
429406,Респ,Чувашская - Чувашия,р-н,Урмарский,д,Чубаево,ул,Молодежная
347863,обл,Ростовская,р-н,Каменский,х,Абрамовка,ул,Надежда СНТ Грушевая
641050,обл,Курганская,р-н,Мишкинский,с,Кирово,ул,Школьная
361214,Респ,Кабардино-Балкарская,р-н,Терский,с,Терекское,ул,Орджоникидзе
161150,обл,Вологодская,р-н,Усть-Кубинский,д,Бережное,ул,Луговая
249256,обл,Калужская,р-н,Мещовский,д,Шалово,ул,Северная
641063,обл,Курганская,р-н,Мишкинский,с,Купай,ул,Черемушки
452451,Респ,Башкортостан,р-н,Бирский,г,Бирск,пер,Некрасова
452485,Респ,Башкортостан,р-н,Салаватский,с,Мурсалимкино,ул,Советская
601386,обл,Владимирская,р-н,Судогодский,п,Красный Куст,ул,Школьная
347472,обл,Ростовская,р-н,Зимовниковский,х,Бурульский,ул,Мирная
347161,обл,Ростовская,р-н,Обливский,х,Солонецкий,пер,Дальний
393481,обл,Тамбовская,р-н,Уваровский,п,Сабуровский,ул,Заезжая
346130,обл,Ростовская,р-н,Миллеровский,г,Миллерово,ул,Ленина
309537,обл,Белгородская,р-н,Старооскольский,с,Каплино,пер,2-й Подгорный
309261,обл,Белгородская,р-н,Шебекинский,с,Ржевка,ул,Октябрьская
692530,край,Приморский,р-н,Уссурийский,с,Кугуки,ул,Заречная
366227,Респ,Чеченская,р-н,Ножай-Юртовский,с,Гиляны,ул,Х.Нурадилова
347780,обл,Ростовская,р-н,Веселовский,х,Верхний Хомутец,пер,Лесной
361214,Респ,Кабардино-Балкарская,р-н,Терский,с,Терекское,ул,Лукожева
346702,обл,Ростовская,р-н,Аксайский,ст-ца,Ольгинская,ул,Пролетарская
429068,Респ,Чувашская - Чувашия,р-н,Ядринский,д,Олух Шуматово,ул,Советская
303986,обл,Орловская,р-н,Сосковский,д,Мураевка,ул,Садовая
452753,Респ,Башкортостан,р-н,Туймазинский,г,Туймазы,ул,Фабричная
393550,обл,Тамбовская,р-н,Токаревский,рп,Токаревка,ул,Гаврилова
416365,обл,Астраханская,р-н,Икрянинский,с,Мумра,ул,Интернациональная
346835,обл,Ростовская,р-н,Неклиновский,с,Троицкое,ул,Чапаева
165721,обл,Архангельская,р-н,Ленский,рп,Урдома,гск,ГПК 7
393292,обл,Тамбовская,р-н,Рассказовский,с,Рождественское,ул,Чибизовка
303281,обл,Орловская,р-н,Шаблыкинский,с,Титово,ул,Цветочная
452466,Респ,Башкортостан,р-н,Бирский,с,Шелканово,ул,Больничная
346715,обл,Ростовская,р-н,Аксайский,х,Камышеваха,ул,Лабрадор
416101,обл,Астраханская,р-н,Наримановский,с,Новокучергановка,ул,Луговая
302521,обл,Орловская,р-н,Орловский,д,Козлы,ул,Верхние Пруды
679363,Аобл,Еврейская,р-н,Ленинский,с,Бабстово,ул,Гагарина
164230,обл,Архангельская,р-н,Няндомский,п,Ивакша,пер,Школьный
168062,Респ,Коми,р-н,Усть-Куломский,с,Деревянск,ул,Подгорная
165785,обл,Архангельская,р-н,Ленский,д,Бор,ул,Западная
452089,Респ,Башкортостан,р-н,Миякинский,д,Нарстау,ул,Мира
692582,край,Приморский,р-н,Пограничный,пгт,Пограничный,ул,Механизаторов
628148,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Березовский,с,Саранпауль,ул,Николая Федоровича Собянина
671430,Респ,Бурятия,р-н,Еравнинский,с,Домна,уч-к,Гурт Хаара Тором
628251,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Советский,пгт,Малиновский,ул,Калинина
676581,обл,Амурская,р-н,Селемджинский,пгт,Токур,ул,Ключевая
601310,обл,Владимирская,р-н,Камешковский,с,Лаптево,ул,Луговая
601217,обл,Владимирская,р-н,Собинский,с,Березники,ул,Славянская
168100,Респ,Коми,р-н,Сысольский,с,Визинга,ул,Озыншор 2 переулок
671450,Респ,Бурятия,р-н,Кижингинский,с,Кижинга,ул,Профсоюзная
302516,обл,Орловская,р-н,Орловский,п,Куликовский,пер,Центральный
601975,обл,Владимирская,р-н,Ковровский,п,Красный Маяк,ул,Дегтярева
416129,обл,Астраханская,р-н,Наримановский,с,Тулугановка,ул,Вересаева
385440,Респ,Адыгея,р-н,Шовгеновский,аул,Мамхег,ул,Интернациональная
393795,обл,Тамбовская,р-н,Мичуринский,с,Стаево,ул,Топиловка
671050,Респ,Бурятия,р-н,Иволгинский,с,Нижняя Иволга,снт,ДНТ Авангард
679000,Аобл,Еврейская,р-н,Биробиджанский,г,Биробиджан,пер,Железнодорожный
393293,обл,Тамбовская,р-н,Рассказовский,д,Мосоловка,ул,Заречная
601900,обл,Владимирская,р-н,Ковровский,г,Ковров,тер,ГСК 4 ул Волго-Донская (67)
692201,край,Приморский,р-н,Спасский,с,Александровка,пл,Центральная
309539,обл,Белгородская,р-н,Старооскольский,с,Песчанка,ул,Солнечная
361320,Респ,Кабардино-Балкарская,р-н,Урванский,с,Морзох,пер,Газовый
162512,обл,Вологодская,р-н,Кадуйский,д,Заозерье,ул,Восточная
393806,обл,Тамбовская,р-н,Староюрьевский,с,Вишневое,ул,Полянская
161140,обл,Вологодская,р-н,Усть-Кубинский,п,Высокое,ул,Зречная
309277,обл,Белгородская,р-н,Шебекинский,с,Графовка,ул,Средняя
366112,Респ,Чеченская,р-н,Шелковской,ст-ца,Старощедринская,ул,Южная
628140,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Березовский,пгт,Березово,ул,Разведчиков
303324,обл,Орловская,р-н,Свердловский,д,Алисово,ул,Беговая
692543,край,Приморский,р-н,Уссурийский,с,Корсаковка,ул,Гагарина
301591,обл,Тульская,р-н,Воловский,п,Казачка,пер,Северный
601214,обл,Владимирская,р-н,Собинский,с,Бабаево,снт,Химик
346114,обл,Ростовская,р-н,Миллеровский,сл,Никаноровка,ул,Саламатина
346250,обл,Ростовская,р-н,Боковский,ст-ца,Боковская,пер,Вольный
601630,обл,Владимирская,р-н,Александровский,с,Мошнино,ул,Владимирская
632211,обл,Новосибирская,р-н,Чановский,д,Николаевка,ул,Центральная
346777,обл,Ростовская,р-н,Азовский,с,Новомаргаритово,пер,Клубный
347137,обл,Ростовская,р-н,Милютинский,х,Павловка,ул,Теневая
346780,обл,Ростовская,р-н,Азовский,г,Азов,ул,Заводская
347863,обл,Ростовская,р-н,Каменский,х,Абрамовка,ул,Отдых сад Казачья
306836,обл,Курская,р-н,Горшеченский,с,Среднедорожное,ул,Заречная
309543,обл,Белгородская,р-н,Старооскольский,с,Озерки,пер,Московский
453800,Респ,Башкортостан,р-н,Хайбуллинский,с,Садовый,ул,Мирная
385440,Респ,Адыгея,р-н,Шовгеновский,аул,Мамхег,ул,Писарева
309273,обл,Белгородская,р-н,Шебекинский,с,Белянка,ул,Садовая
366220,Респ,Чеченская,р-н,Ножай-Юртовский,с,Бетти-Мохк,пер,М.Сайтханова
302520,обл,Орловская,р-н,Орловский,пгт,Знаменка,ул,Южная
346130,обл,Ростовская,р-н,Миллеровский,г,Миллерово,ул,Осоавиахимовская
601524,обл,Владимирская,р-н,Гусь-Хрустальный,д,Нечаевская,ул,Стрельцова
      ,обл,Владимирская,р-н,Ковровский,г,Ковров,ул,Восточная
632770,обл,Новосибирская,р-н,Баганский,с,Баган,пер,Космонавтов
347783,обл,Ростовская,р-н,Веселовский,х,Красный Октябрь,ул,Нижняя
679363,Аобл,Еврейская,р-н,Ленинский,с,Бабстово,ул,Строителей
632200,обл,Новосибирская,р-н,Чановский,рп,Чаны,ул,Герцена
186137,Респ,Карелия,р-н,Пряжинский,п,Эссойла,ул,Строителей
649190,Респ,Алтай,р-н,Чойский,с,Сухой-Карасук,пер,Лесной
302520,обл,Орловская,р-н,Орловский,пгт,Знаменка,ул,Лесная
162572,обл,Вологодская,р-н,Шекснинский,д,Сямичи,ул,Центральная
601311,обл,Владимирская,р-н,Камешковский,д,Нестерково,снт,Журавушка
601388,обл,Владимирская,р-н,Судогодский,д,Кондряево,ул,Центральная
692532,край,Приморский,г,Уссурийск,с,Каймановка,ул,Комарова
601225,обл,Владимирская,р-н,Собинский,д,Толпухово,ул,Зеленая
303550,обл,Орловская,р-н,Залегощенский,с,Архангельское,ул,Молодёжная
679110,Аобл,Еврейская,р-н,Облученский,п,Теплоозерск,ул,60 лет СССР
452783,Респ,Башкортостан,р-н,Туймазинский,с,Верхнетроицкое,ул,Лесная
303188,обл,Орловская,р-н,Покровский,д,Дрогайцево,ул,Речной
306716,обл,Курская,р-н,Касторенский,пгт,Олымский,ул,Космонавтов
309290,обл,Белгородская,р-н,Шебекинский,г,Шебекино,ул,Чайковского
249452,обл,Калужская,р-н,Кировский,с,Волое,пер,Машенский
416122,обл,Астраханская,р-н,Наримановский,с,Барановка,ул,Пионерская
249315,обл,Калужская,р-н,Думиничский,с,Зимницы,ул,Старые Зимницы
452097,Респ,Башкортостан,р-н,Миякинский,с,Уршакбашкарамалы,ул,Кирова
429354,Респ,Чувашская - Чувашия,р-н,Батыревский,с,Тойси,ул,Чкалова
385440,Респ,Адыгея,р-н,Шовгеновский,аул,Хакуринохабль,ул,Баумана
249610,обл,Калужская,р-н,Спас-Деменский,д,Старинки,ул,Цветочная
416133,обл,Астраханская,р-н,Наримановский,с,Рассвет,ул,Дорожная
452469,Респ,Башкортостан,р-н,Бирский,д,Чишма,ул,Садовая
601902,обл,Владимирская,р-н,Ковровский,г,Ковров,ул,Набережная 2-я
393749,обл,Тамбовская,р-н,Мичуринский,с,Заворонежское,ул,Дачная
366106,Респ,Чеченская,р-н,Шелковской,ст-ца,Дубовская,ул,Л.Н.Толстого
641487,обл,Курганская,р-н,Звериноголовский,с,Труд и Знание,ул,40 лет Победы
692723,край,Приморский,р-н,Хасанский,с,Барабаш,ул,Посьетская
309281,обл,Белгородская,р-н,Шебекинский,с,Максимовка,ул,Коммунистическая
393806,обл,Тамбовская,р-н,Староюрьевский,д,Ивано-Вердереевка,ул,Полевая
301114,обл,Тульская,р-н,Ленинский,рп,Плеханово,гск,Электропривод
632251,обл,Новосибирская,р-н,Венгеровский,с,Меньшиково,ул,Советская
601215,обл,Владимирская,р-н,Собинский,д,Федурново,снт,Федурново
361606,Респ,Кабардино-Балкарская,р-н,Эльбрусский,с,Быллым,пер,Совхозный
346250,обл,Ростовская,р-н,Боковский,ст-ца,Боковская,пер,Кошевого
453816,Респ,Башкортостан,р-н,Хайбуллинский,с,Большеабишево,ул,Ахметшина
671450,Респ,Бурятия,р-н,Кижингинский,с,Кижинга,ул,Кодунская
679000,Аобл,Еврейская,р-н,Биробиджанский,г,Биробиджан,ул,Черноморская
649457,Респ,Алтай,р-н,Усть-Канский,с,Мендур-Соккон,ул,Имени Казакова Т.Т.
429544,Респ,Чувашская - Чувашия,р-н,Моргаушский,д,Большие Татаркасы,ул,Центральная
366606,Респ,Чеченская,р-н,Ачхой-Мартановский,с,Хамби-Ирзи,ул,А.Х.Идрисова
346742,обл,Ростовская,р-н,Азовский,х,Дугино,пер,Колхозный
309266,обл,Белгородская,р-н,Шебекинский,с,Тюрино,ул,Бугровка
393737,обл,Тамбовская,р-н,Мичуринский,с,Кочетовка,ул,Московская
429170,Респ,Чувашская - Чувашия,р-н,Шемуршинский,с,Шемурша,ул,Дорожников
366118,Респ,Чеченская,р-н,Шелковской,с,Воскресеновское,пер,Дружбы
416101,обл,Астраханская,р-н,Наримановский,с,Старокучергановка,ул,Строительная
366104,Респ,Чеченская,р-н,Шелковской,ст-ца,Карагалинская,пер,Братский
361711,Респ,Кабардино-Балкарская,р-н,Зольский,с,Малка,ул,Татарканова
676700,обл,Амурская,р-н,Бурейский,пгт,Бурея,ул,Путейский городок
303543,обл,Орловская,р-н,Залегощенский,д,Подмаслово,ул,Новая
452778,Респ,Башкортостан,р-н,Туймазинский,с,Дуслык,ул,Вишневая
628148,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Березовский,с,Саранпауль,ул,Школьная
347663,обл,Ростовская,р-н,Егорлыкский,ст-ца,Егорлыкская,пер,Восточный
346835,обл,Ростовская,р-н,Неклиновский,с,Троицкое,ул,Строителей
601222,обл,Владимирская,р-н,Собинский,с,Волосово,ул,Заречная
632774,обл,Новосибирская,р-н,Баганский,с,Лозовское,ул,Садовая
632700,обл,Новосибирская,р-н,Чистоозерный,с,Шипицыно,ул,Школьная
366703,Респ,Чеченская,р-н,Сунженский,с,Ассиновская,пер,Заводской
346745,обл,Ростовская,р-н,Азовский,с,Высочино,пер,Луначарского
309290,обл,Белгородская,р-н,Шебекинский,г,Шебекино,снт,Гора на Заячьем (РТП)
679127,Аобл,Еврейская,р-н,Облученский,с,Двуречье,ул,Советская
165721,обл,Архангельская,р-н,Ленский,рп,Урдома,ул,Лесная
628251,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Советский,пгт,Малиновский,ул,Центральная
601619,обл,Владимирская,р-н,Александровский,д,Бакино,ул,Ленинская
385635,Респ,Адыгея,р-н,Гиагинский,х,Вольно-Веселый,ул,Степная
649490,Респ,Алтай,р-н,Усть-Коксинский,с,Баштала,пер,Родниковый
601952,обл,Владимирская,р-н,Ковровский,д,Старая,ул,Полевая
361303,Респ,Кабардино-Балкарская,р-н,Урванский,с,Псыкод,пер,Лагерный
347523,обл,Ростовская,р-н,Орловский,х,Большевик,ул,Колхозная
632433,обл,Новосибирская,р-н,Каргатский,п,Москвинский,ул,Полевая
347250,обл,Ростовская,р-н,Константиновский,г,Константиновск,ул,Комсомольская
346571,обл,Ростовская,р-н,Родионово-Несветайский,сл,Кутейниково,ул,Булановой
309285,обл,Белгородская,р-н,Шебекинский,с,Белый Колодезь,ул,Свободы
309527,обл,Белгородская,р-н,Старооскольский,с,Шмарное,ул,Луговая
671430,Респ,Бурятия,р-н,Еравнинский,с,Домна,ул,Набережная
309265,обл,Белгородская,р-н,Шебекинский,с,Большое Городище,ул,Сурнева
601900,обл,Владимирская,р-н,Ковровский,г,Ковров,тер,ГСК 48 ул Долинная
601524,обл,Владимирская,р-н,Гусь-Хрустальный,д,Нечаевская,ул,Железнодорожная
628140,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Березовский,пгт,Березово,ул,Первомайская
676700,обл,Амурская,р-н,Бурейский,пгт,Бурея,ул,Мухинская
302515,обл,Орловская,р-н,Орловский,д,Малая Куликовка,ул,Полевая
346703,обл,Ростовская,р-н,Аксайский,х,Истомино,сад,Лазурный
346715,обл,Ростовская,р-н,Аксайский,х,Камышеваха,ул,Малахитовая
361712,Респ,Кабардино-Балкарская,р-н,Зольский,с,Каменномостское,ул,Комсомольская
347142,обл,Ростовская,р-н,Обливский,х,Кзыл-Аул,ул,60 лет СССР
679000,Аобл,Еврейская,р-н,Биробиджанский,г,Биробиджан,ул,Майская
168094,Респ,Коми,р-н,Усть-Куломский,п,Ягкедж,ул,Набережная
347329,обл,Ростовская,р-н,Цимлянский,х,Ремизов,ул,Центральная
628113,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Октябрьский,п,Большие Леуши,ул,Почтовая
679110,Аобл,Еврейская,р-н,Облученский,п,Теплоозерск,ул,Сазонова
452073,Респ,Башкортостан,р-н,Миякинский,с,Новые Ишлы,ул,Мира
347660,обл,Ростовская,р-н,Егорлыкский,ст-ца,Егорлыкская,ул,Луговая
452750,Респ,Башкортостан,р-н,Туймазинский,г,Туймазы,ул,Загорская
347460,обл,Ростовская,р-н,Зимовниковский,п,Зимовники,пер,Садовый
601225,обл,Владимирская,р-н,Собинский,д,Рыжково,ул,5-я Линия
393561,обл,Тамбовская,р-н,Токаревский,с,Полетаево,пер,Мира
601630,обл,Владимирская,р-н,Александровский,п,Балакирево,ул,Больничная
671432,Респ,Бурятия,р-н,Еравнинский,с,Можайка,ул,Цырендылыкова
671194,Респ,Бурятия,р-н,Селенгинский,п,Новоселенгинск,ул,Мельникова
309290,обл,Белгородская,р-н,Шебекинский,г,Шебекино,ул,Мира
632710,обл,Новосибирская,р-н,Чистоозерный,п,Лебяжинский,ул,Сибирская
302520,обл,Орловская,р-н,Орловский,пгт,Знаменка,ул,Трудовая
671050,Респ,Бурятия,р-н,Иволгинский,с,Нижняя Иволга,ул,Дондокова
692715,край,Приморский,р-н,Хасанский,пгт,Краскино,пер,Нижний
452600,Респ,Башкортостан,г,Октябрьский,мкр,40-й,ул,11-я
393800,обл,Тамбовская,р-н,Староюрьевский,с,Староюрьево,ул,Садовая
309290,обл,Белгородская,р-н,Шебекинский,г,Шебекино,ул,Чураевская
164670,обл,Архангельская,р-н,Лешуконский,с,Лешуконское,пер,2-й
309281,обл,Белгородская,р-н,Шебекинский,с,Максимовка,ул,Дружбы
416104,обл,Астраханская,р-н,Наримановский,п,Прикаспийский,ул,Советская
601975,обл,Владимирская,р-н,Ковровский,п,Красный Маяк,ул,Луговая
186137,Респ,Карелия,р-н,Пряжинский,п,Эссойла,ул,Мелиоративная
393276,обл,Тамбовская,р-н,Рассказовский,с,Коптево,ул,Солнечная
302525,обл,Орловская,р-н,Орловский,с,Платоново,ул,Горная
346711,обл,Ростовская,р-н,Аксайский,п,Реконструктор,ул,Транспортная
692584,край,Приморский,р-н,Пограничный,с,Дружба,ул,Верхняя
303925,обл,Орловская,р-н,Урицкий,д,Талызино,ул,Одинцова
628140,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Березовский,пгт,Березово,ул,Вербная
169575,Респ,Коми,г,Вуктыл,с,Дутово,пер,А.Петрова
346480,обл,Ростовская,р-н,Октябрьский,рп,Каменоломни,пер,Виноградный
452695,Респ,Башкортостан,г,Нефтекамск,с,Амзя,ул,Первостроительная
628140,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Березовский,д,Шайтанка,ул,Совхозная
301010,обл,Тульская,р-н,Заокский,п,д/о Велегож,ул,Поленовская
393471,обл,Тамбовская,р-н,Уваровский,с,Нижний Шибряй,ул,Центральная
641480,обл,Курганская,р-н,Звериноголовский,с,Звериноголовское,ул,Чапаева
692530,край,Приморский,р-н,Уссурийский,с,Линевичи,ул,Школьная
393737,обл,Тамбовская,р-н,Мичуринский,с,Кочетовка,ул,Мичурина
309541,обл,Белгородская,р-н,Старооскольский,с,Котово,ул,Почтовая
628248,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Советский,п,Алябьевский,ул,Лесная
303941,обл,Орловская,р-н,Хотынецкий,д,Хотимль-Кузменково,ул,Имени Поснова Николая Ивановича
601630,обл,Владимирская,р-н,Александровский,п,Балакирево,ул,Молодежная
601395,обл,Владимирская,р-н,Судогодский,п,Головино,сад,Росинка
649792,Респ,Алтай,р-н,Кош-Агачский,с,Курай,пер,ЧВТ
429550,Респ,Чувашская - Чувашия,р-н,Моргаушский,д,Сюткюль,ул,Парковая
393734,обл,Тамбовская,р-н,Мичуринский,с,Глазок,ул,Орджоникидзе
601230,обл,Владимирская,р-н,Собинский,д,Добрынино,ул,Сиреневая
632280,обл,Новосибирская,р-н,Кыштовский,д,Верх-Чекино,ул,Речная
601221,обл,Владимирская,р-н,Собинский,п,Ставрово,ул,Сиреневая
452461,Респ,Башкортостан,р-н,Бирский,д,Самосадка,пер,Родниковый
366104,Респ,Чеченская,р-н,Шелковской,ст-ца,Карагалинская,ул,Колхозная
416101,обл,Астраханская,р-н,Наримановский,с,Старокучергановка,ул,Дорожная
452680,Респ,Башкортостан,г,Нефтекамск,д,Крымсараево,ул,Школьная
601340,обл,Владимирская,р-н,Камешковский,п,Новки,ул,Чапаева
671363,Респ,Бурятия,р-н,Бичурский,с,Малый Куналей,пер,Юбилейный
168090,Респ,Коми,р-н,Усть-Куломский,с,Помоздино,ул,Полевая
347165,обл,Ростовская,р-н,Обливский,х,Александровский,пер,Хуторской
393481,обл,Тамбовская,р-н,Уваровский,д,Ивановка,пер,Молодежный
429079,Респ,Чувашская - Чувашия,р-н,Ядринский,с,Большие Шемердяны,ул,Победы
671050,Респ,Бурятия,р-н,Иволгинский,с,Нижняя Иволга,ул,А.Пурбуева
303320,обл,Орловская,р-н,Свердловский,д,Нахлёстово,ул,Летчика Леонова
309251,обл,Белгородская,р-н,Шебекинский,с,Чураево,пер,Заречный
453816,Респ,Башкортостан,р-н,Хайбуллинский,с,Большеабишево,ул,Валиди
601352,обл,Владимирская,р-н,Судогодский,г,Судогда,пер,Первомайский 2-й
309276,обл,Белгородская,р-н,Шебекинский,п,Батрацкая Дача,ул,Садовая
309290,обл,Белгородская,р-н,Шебекинский,г,Шебекино,ул,Ильина
347460,обл,Ростовская,р-н,Зимовниковский,х,Красный Октябрь,ул,Октябрьская
347863,обл,Ростовская,р-н,Каменский,х,Абрамовка,ул,Надежда сад Вишневая
453805,Респ,Башкортостан,р-н,Хайбуллинский,д,Бакаловка,ул,Победы
346587,обл,Ростовская,р-н,Родионово-Несветайский,х,Веселый,ул,Гагарина
416101,обл,Астраханская,р-н,Наримановский,с,Старокучергановка,ул,Колхозная
